HotelBrandID,HotelBrandName
2949,Malmaison
2950,Sleeperz Hotels
2951,Hotel Du Vin & Bistro
2953,Woo Travelling
2954,Choice 1 - PMI
2955,Starwood 1 - PMI
2956,The Edinburgh Collection
2957,La-Sheperd Neame
2958,Exe Hotels
2959,Fullers Inns
2960,Mamaison Hotels & Residences
2961,St Giles
2962,Ol� Hotels
2963,Small Luxury Hotels
2964,Kyukamura
2965,Fujita Kanko
2966,Keihan
2967,Hokke Club
2968,Ishin
2969,Khaosan
2970,Kyoritsu maintenance
2971,Livemax
2972,Solare
2973,Sotetsu
2974,Villa Fontaine
2975,Luxury Family Hotels
2976,Kerzner Resorts EMEA
2977,Sun Resorts
2978,De Vere
2979,Oasis Hotels & Resorts
2980,Maldron Partner Hotels
2981,Capsule and Sauna Century Group
2982,ECM
2983,Flora Hospitality
2984,Four Pillars
2985,Quorvus
2986,Club Leisure
2987,Aitken Spence
2988,Gold Inn
2989,St James's Hotel
2990,MOXY
2991,Crown & Champa Resorts Maldives
2992,Apollo Hotels & Resorts
2993,City Lodge
2994,Hipotels
2995,Z Hotels
2996,Yotel
2997,Euro Hotels
2998,The Hotel Collection
2999,FlexStay Hotel Management
3000,Curio Collection
3001,Manor House Hotels
3002,HMC Hotels
3003,Vacanceole
3004,Imperial London Hotels
3005,Inwood Hotels
3006,Ramee Hotels Bahrain
3007,Thompson Hotels
3008,Elaf Hotels
3009,Boudl Hotels & Resorts
3010,ABode hotels
3011,Elite Hotels Bahrain
3012,Makarem Hospitality Group
3013,Jumbo Tours
3014,SLS
3015,Amazing Venues
3016,Quest Serviced Apartments
3017,Go Native
3018,Goa Tourism Development Corporation 
3019,Nordic Choice - Clarion
3020,Nordic Choice - Comfort Inn
3021,Nordic Choice - Quality
3022,Nordic Choice - Ascend Collection
3023,Nordic Choice - Nordic Resort
3024,Cinnamon Hotels & Resorts
3025,Centro Hotels
3026,Cruise Inn
3027,Equity Lifestyle
3028,Road Lodge
3029,Town Lodge
3030,Courtyard - City Lodge
3031,Mosaic Collection
3032,OZO
3033,Shama
3034,The Redbury
3035,SBE Hotel Group
3036,Constance Hotels & Resorts
3037,Centara
3038,Travdo
3039,AHORN Hotels & Resorts
3040,Heritage Hotels & Resorts
3041,Quest Archipelago
3042,Kamuela
3043,Hotel NEO
3044,Harper
3045,Favehotel
3046,Aston Archipelago
3047,Alana
3048,Hersha Hospitality
3049,Partouche
3050,Moran Hotel Group
3051,Belmond
3052,Exclusive Hotels and Venues
3053,Fountain Court Apartments
3054,Paris LA Forest Hill
3055,Brooks Hotels
3056,Generator
3057,Journeys
3058,Great National Hotels
3059,Seymour Hotels
3060,Umi Hotels
3061,McQuade Group
3062,Staycity Serviced Apartments
3063,The Spires Serviced Suites
3064,FJB
3065,Quantum Hotel Group
3066,Oceana Hotels
3067,BHG Budget Hotel Group
3068,Dolan Hotels
3069,Channel Hotels
3070,Modern Hotels
3071,Thwaites Hotel Group
3072,O'Callaghan
3073,Morvan Hotels
3074,Irish Country Hotels
3075,Travelodge Ireland
3076,Westmont Extended Stay
3077,Clare Coast Hotels
3078,Al Janadriyah Hotels
3079,Bilderberg
3080,De Groote Hotels
3081,Express Inn by Great National
3082,Regency Hotels UK
3083,Regency Hotels Dubai
3084,SIXTY Hotels
3085,Saba Group
3086,Gidleigh Collection
3087,Dream Ireland Holiday Homes
3088,easyHotel
3089,T�n�o Hotels
3090,Hostelling International
3091,Mer & Golf
3092,Privil�ge Toulouse
3093,Thalazur France
3094,Blanco
3095,Bornarel
3096,Brandt
3097,Atlanthal
3098,All Suites France
3099,Center Parcs
3100,NN Hotels
3101,Majestic Hotel Group
3102,Dusit hotels
3103,JA Hotels
3104,Emaar
3105,TLH Leisure resort
3106,OYO Rooms
3107,Ramee Hotels
3108,"Newmark Hotels, Reserves & Lodges"
3109,Village & Life
3110,Lion Roars Hotels & Lodges
3111,Hunter Hotels
3112,Shamwari Group
3113,Home from Home Hospitality
3114,Freetobook
3115,Altis Hotels
3116,Fletcher
3117,Beekman Group
3118,The Richardson Group
3119,HUALUXE
3120,Hotels & Preference
3121,Roi Soleil
3122,Orion Hotel Group
3123,African Synergy
3124,Tifco Hotel Group 
3125,QT
3126,Art Series
3127,Connections Tourism Management Mauritius
3128,Cresta Hotels
3129,AVANI Hotels & Resorts
3130,Luxury More Hotels
3131,Premier Hotels and Resorts
3132,onefinestay
3133,BB Italia
3134,Wyndham Vacation Ownership
3135,Fortune Group of Hotels
3136,Souq Waqif Boutique Hotels
3137,Mister Bed
3138,Compagnie Hoteli�re de Bagatelle
3139,Gooderson Hotel Group
3140,Faircity Hotel Group
3141,ExtraOrdinary Hotel Group
3142,Medplaya
3143,Classic Lodges
3144,Starwood Capital
3145,Mercer Collection
3146,Premier Inn International
3147,Thornybush Collection
3148,White Palace Hotels Saudi
3149,Casablanca Hotels Saudi
3150,Al Rawda Hotels
3151,Good Night Inns
3152,Lapland Hotels
3153,Stay Apartments
3154,Palladium
3155,Lopesan Hotels & Resorts
3156,GLH Hotels
3157,African Sun Hotels
3158,Rainbow Tourism Group
3160,TD Hotels
3161,SAN Parks
3162,Sanctuary retreats
3163,Sea Group
3164,JHS Hotels
3165,Rehana Hotels
3166,Porto Hotels
3167,Wakan Hotels Saudi
3168,HomeAway
3169,Mawasim Apartments Saudi
3170,Marins Park Hotels
3171,Qawafel A Tofik
3172,Kuwait Continental Hotels
3173,Danubius Hotels
3174,Cheval Apartment
3175,St Cristopher's Inn
3176,Hayat Najran
3177,Nox Rentals
3178,Hyde Park Hotels
3179,Mstay
3180,Wyndham Extra Holidays
3181,GBTT
3182,AAA
3183,Indigo Group
3184,Horizon
3185,Q Home
3186,Warner Leisure Hotels
3187,Bay Hotels
3188,Brend Hotels
3189,Top Tourist Parks
3190,Auris
3191,Aman Resorts
3192,Najeti
3193,RL
3194,Maranatha
3195,South Kohala Management
3196,BlueBay Resorts
3197,Design Hotels
3198,Redwings Lodge
3199,Living Rooms
3200,Irish Court Hotels
3201,Highgate Independent
3202,Retaj Hotels
3204,Choice Global Parent - MeSo
3205,Wyndham Global Parent - MeSo
3206,Hilton Global Parent - MeSo
3207,Sansi
3208,SSA Apartments
3209,AinB Apartments
3210,BCN Urban
3211,Atiram Hotels
3212,Madanis
3213,Aspasios Apartments
3214,Splendom
3215,Happy People
3216,Feelathome Apartments
3217,BillyPDS
3218,SB Hotels
3219,Selenta Group
3220,Sidorme
3221,Olivia Hotels
3222,Eric V�kel Apartments
3223,MH Apartments
3224,APTBCN
3225,Pillow
3226,Sunotel
3227,Bas Apartments
3228,Citytrip
3229,Nextdoor
3230,Gold Chain
3231,Red Planet
3232,Prima Hotels
3233,Marriott Global Parent - MeSo
3234,YHA
3235,Villa Hotels
3236,Mayfair Inns Ltd
3237,Le Royal Hotels
3238,Sun Hotels
3239,Zvieli Hotels
3240,Xclusive Group
3241,Red Roof Owned
3242,Pearl Hotel Management Group
3243,SYHA Hostelling Scotland
3244,STI Morocco
3245,Erev Tunisia
3246,UTS Tunisia
3247,Eviivo Tunisia
3248,Nouvelles Fronti�res Senegal
3249,Intertour Cameroun
3250,IDH Algerie
3251,SGE Hotels
3252,Commune Hotels
3253,SACO Serviced Apartments
3254,Fortune Group
3255,SouthofAfrica
3256,Restel
3257,Aurora Hotel Collection
3258,Best Western US & Canada  - Meso
3259,PubLove
3260,City Marque
3261,Damac properties
3262,Hospitality Plus Travel
3263,DG Hotels
3264,Apstartours
3265,Orea Hotels
3266,Gambiatours
3267,Fullservices
3268,Red Sea Hotels
3269,Sunrise
3270,Pickalbatros
3271,Orascom
3272,Three Corners
3273,Smart Selection Hotels
3274,El Mouradi Hotels
3276,Dessole Resorts & Hotels
3277,Swiss Inn
3278,Pyramisa
3279,Domina
3280,Princess
3281,Settle Inns & Suites
3282,The Hoxton Hotels
3283,ezDing
3284,Isrotel Hotels
3285,O-live BB
3286,Seasons in Africa
3287,Rimonim Hotels
3288,Arcadia Hotels Israel
3289,C-Hotels Israel
3290,Astral Hotels Israel
3291,Tamares Hotels
3292,Atlas Hotels Israel
3293,Prima Hotels Israel
3294,Vintage Africa
3295,Perlflag Hotel Group
3296,Longleat Group Hotels
3297,Dorsett
3298,d.Collection
3299,Silka Hotels
3300,Choice Canada - MESO
3301,TTS Group
3302,Atlas Hospitality
3303,Kenzi Hotels
3304,Palmeraie Resort
3305,Hotels & Resorts of Morrocco
3306,Seabel Hotels Tunisia
3307,Houda Hotels
3308,Thalassa Hotels Tunisia
3309,Les Orangers Group
3310,Principle Haley Hotels
3311,Daiwa Royal Hotels
3312,Relax Innz
3314,Hi Hotels
3315,Altamar Hotels
3316,Atlantis Hotels & Resorts
3317,Dunas Hotels
3318,Grupo MUR
3319,HV Hotels
3320,Paradise Hotels
3321,Servatur Hoteles
3322,The Warm Side
3323,VIP Hoteles
3325,SBH Hotels
3326,Cordial Hoteles
3327,Gloria Palace Hotels
3328,Princess Hotels
3329,Bonavista Apartments
3330,Riversun Touristic
3331,Argoconsulting Canarias
3332,THe Hotels
3333,Meeting Point
3334,Azuline Hotels
3335,Grupo Playasol
3336,Sirenis Hotels & Resorts
3337,Traiwan
3338,PortBlue
3339,Cotswold Inns & Hotels
3340,Lion Travel
3341,Invisa Hoteles
3342,Artiem Hotels
3343,Accor Global Parent - MeSo
3344,Veeve
3345,Amba Hotels
3346,Achat
3347,Atlantico Hoteis
3348,BHG Hoteis Brazil Hospitality Group
3349,Bittar
3350,Blue Tree Hoteis
3351,Blue Tree Park
3352,Blue Tree Premium
3353,Blue Tree Towers
3354,Bourbon
3355,by Nobile
3356,Deville
3357,Harbor Budget
3358,Harbor Hoteis
3359,Harbor Inn
3360,Harbor Self
3361,Intercity
3362,Intercity Premium
3363,Nacional Inn
3364,Nobile Inn
3365,Nobile Resort
3366,Nobile Suites
3367,Othon Classic
3368,Othon Pousadas
3369,Othon Suites
3370,Pousadas Caju
3371,Royal Tulip
3372,San Juan Hoteis
3373,Slaviero Conceptual
3374,Slaviero Executive
3375,Slaviero Fast Sleep
3376,Slaviero Hoteis
3377,Slaviero Slim
3378,Slaviero Suites
3379,Transamerica Classic
3380,Transamerica Executive
3381,Transamerica Prestige
3382,Transamerica Prime
3383,Windsor Hoteis
3384,Lion Hotels Ltd
3385,Waldorf Apartment Hotels - Australia
3386,Waldorf Apartment Hotels - New Zealand
3387,K�mp Collection
3388,Intelligent Revenue Management
3389,Oakman Inns & Restaurants
3390,Surya Hotels Ltd
3391,Thaz Italia
3392,Dylan Apartments
3393,Petit Palace
3394,St Austell
3395,Snoozebox
3396,OYO Rooms - MeSo
3397,The Coaching Inn Group
3398,Comwell
3399,Danske Hoteller
3400,Cabinn Hotels
3401,Zleep Hotels
3402,Zenitude
3403,InnLink - Direct
3404,InnLink - ORS
3405,JA Resorts - MeSo
3406,Marlin Apartments
3407,Enjoy Resorts
3408,Dayz Resorts
3409,Sinatur Hotels
3410,Dancamps
3411,Bridgestreet
3412,Danske Slotshoteller
3413,Robinson Club
3414,Sandos Hotels and Resorts - MESO
3415,Onix Hotels
3416,Eaton Hotel
3417,Langham Place
3418,The Langham
3419,Agate Reality Co
3420,Bannatyne
3421,Marriott Weekend Self - MeSo
3423,LA-YMEXT
3424,Mer Montagne Vacances
3425,Just Sleep 
3426,Silks Place 
3427,Tsogo Sun
3428,SEH Hotels
3429,Valtur
3430,Atahotels
3431,Ibersol
3432,Kechbooking
3433,Mogador Hotels & Resorts
3434,Roussill Hotel
3435,Monarque Hotels
3436,MS Hoteles
3437,Unite Students
3438,Sandos & Marconfort
3439,Quay Holidays
3440,Agellus Hotels 
3441,ITC Hotels
3442,Forenom
3443,Melia Hotels Global Parent - MeSo
3444,Melia Hotels Mexico - MeSo
3445,Piti Apartments
3446,EVC Resorts
3447,Balladins.
3448,My Hotels 
3449,London Victoria Estates Ltd
3450,Malhotra Group
3451,The So Apartments
3452,The PE Hotel Group
3453,Accor - Winter 2015 - Australia - Global Parent - MeSo
3454,Accor - Winter 2015 - USA - Global Parent - MeSo
3455,Cobbs Hotels
3456,Travelodge Hotels - Meso
3457,1834 Hotels
3458,Marriott Conference Centre
3459,Holiday Club
3460,Mere Poulard
3461,SIP Group Ltd
3462,Indochina Services ICS
3463,H-Hotels
3464,Virtue Apartments
3465,Labranda Hotels & Resorts
3466,Best Western LATAM - MESO
3467,Best Western AU - MESO
3468,Lemon Hotels
3469,Egg Hotels
3470,CDH
3471,MS-dest-Belize - MESO
3472,VIVA Belize - MESO
3473,InterCityHotels
3474,Mazatlan Tres Islas Hotel Association - MESO
3475,Royal Resorts Hotels Global Parent - MeSo 
3476,Wyndham Global Parent - MESO
3477,Easy Travel
3478,Paradisus - MESO
3479,Be Live Hotels - MESO
3480,N1 Hotels
3481,Treebo Hotels
3482,HDM - Duplicate Identified & Sent to FinOps
3483,HDM - Duplicate Deleted
3484,HDM - Visited
3485,CityBlue
3486,Nightsbridge
3487,TBA Hotels
3488,Marsol Hotels
3489,Bed4U
3490,Serena Hotels East Africa
3491,Sarova Hotels Kenya
3492,Heritage Hotels Kenya
3493,Asilia Africa
3494,Speke Group of Hotels
3495,PrideInn Hotels Kenya
3496,Atua Enkop
3497,Sun Africa Hotels
3498,MSA
3499,Wanda Realm
3500,Shepherd Neame
3501,Preferred Hotels & Resorts
3503,Andrew Brownsword Hotels
3504,Access London Ltd
3505,Accor - Paris 2015 - Global Parent - MeSo
3506,McGettigan Hotel Group
3507,Nouvelles Frontieres Senegal
3508,CN Wanda Vista
3509,Simpson Bay - MeSo
3510,Uber Apartments
3511,Best Western Korea - MeSo
3512,Best Western Japan - MeSo
3513,CN Wanda Reign
3514,Discovery Holiday Parks
3515,Caridon London Living
3516,Freedom Hotels
3517,Amic Hotels
3518,Be Live
3519,Blauhotels
3520,Blue sea hotels
3521,Cabot hotels
3522,Eix hotels
3523,Alegria hotels
3524,Garden hotels
3525,BH Mallorca
3526,Grupotel
3527,HM Hotels
3528,Hoposa
3529,HSM hotels
3530,Intertur
3531,Inturotel
3532,JS Hotels
3533,Mac hotels
3534,Mar hotels
3535,Ola Hotels
3536,Prinsotel
3537,Protur
3538,Seramar
3539,THB hotels
3540,Universal Hoteles
3541,Valentin hotels
3542,Viva hotels
3543,Th Resorts
3544,RedAwning
3545,25hours
3546,Dream Hotels & Resorts
3547,Ameron Hotels
3548,Althoff Hotels
3549,Atura
3550,Inn Keeper's Lodge
3551,Westcord Hotels
3552,CN Jinling Hotels
3553,New Century
3554,Apartment Wharf
3555,HotelOnline
3556,Danhostel
3557,CPH Hotels
3558,Atlantic Hotels
3559,Saint-Louis hotels
3560,Flying Butler
3561,Coast & Country
3562,Soleil Management
3563,LA TMD Hotels - MESO
3564,Vacation Resorts International
3565,Beach Mate Resorts
3567,Gondwana Collection
3568,Kremslehner
3569,Austria Trend
3570,CheckVienna
3571,Private Hotels
3572,Gerstner
3573,GoVienna
3574,SHS
3575,Centerstone
3576,Key West Inns
3577,"HDM - Will be deleted, waiting for bookings to pass"
3578,CN BGY
3579,Arenaturist
3580,WoodSpring Suites
3581,Marstons Inn
3582,Apple Apartments
3583,Leisure Hotels
3584,Berkshire Rooms
3585,The Capital Apartment Group
3586,Swiss-Belhotel
3587,Tribute Portfolio
3588,Pandox BE
3589,InnRoad
3590,COMO Hotels and Resorts
3591,Panama Co-op Copa & ATP - MESO
3592,Brilliant Barbados 50 - MESO
3593,House of Fisher
3594,Panhandle Getaways
3595,Costa Rica 2016 Co-op - MESO
3596,Asia Leisure Hotels
3597,Taru Villa Hotels
3598,Uga Hotels
3599,Anilana Hotels
3600,Laya Hotels
3601,Amaya Hotels
3602,Browns Hotels
3603,Serendib Hotels
3604,Tangerine Hotels
3605,Theme Resorts
3606,CHC Hotels
3607,Fort Hotels
3608,Senani Hotels
3609,Cinnamon City Hotels
3610,Barbados JMC Campaign - MESO
3611,Arc Avenue Hotels
3612,Provenance Hotels
3613,Staypineapple Hotels
3614,Perle di Puglia 
3615,Arcadia Germany
3616,Swiss-Belinn
3617,Swiss-Belboutique
3618,Grand Swiss-Belhotel
3619,Swiss-BelResidences
3620,Zest
3621,Swiss-BelResort
3622,Coral Hotels
3623,Peymans
3624,LA hotels - MESO
3625,Bondia Hotels
3626,Anetak consulting
3627,Daguisa Hotels
3628,HMG
3629,OD Hotels
3630,Pinnacle Entertainment
3631,Tropicana Entertainment
3632,Isle of Capri Casinos
3633,Penn National Gaming
3634,McEniff Hotel Group
3635,Sarova Hotels UK
3636,Pullen Realty
3637,Upham Pub Group
3638,Thwaites Inns of Character
3639,Legend Lodges
3640,Karongwe Portfolio
3641,Kapama
3642,Stella Di Mare
3643,Time Hotels
3644,Egyptian Armed Forces Hotels
3645,Logis International
3646,Saltwater Properties
3647,Accor - France 2016 - MESO
3648,Dakota Hotels
3649,Bull Hotels
3650,Weavers Tourism & Marketing
3651,Posarelli Villas
3652,Murwab Group
3653,La Siredrah
3654,Radisson RED
3655,Federalberghi Sorrento - MeSo
3656,JacTravel
3657,Mogador Marrakech
3658,Atlas Marrakech
3659,Be Live Canarias
3660,Grup Arb�
3661,GF Hoteles
3662,Turismark Hotels
3663,ResDest
3664,Lanzarote Accommodations
3665,Vacances Bleues
3666,Rentalmar
3667,Club Living
3668,Small Luxury Residence
3669,Bogota Hotels & Avianca JMC May-July - MESO
3671,Harbour Hotels
3672,Sunbird Malawi 
3673,City Edge
3674,RedDoorz
3675,Fairmont West - MESO
3676,ZenRooms
3677,Private Place Hotels & Resorts
3678,Pez Azul Group
3679,Turks & Caicos JMC 2016 - MESO
3680,Milling Hotels
3681,James Joyce Coffetel
3682,Puerto Plata Q2 JMC - MESO
3683,Hatton Collection
3684,Adonis Hotels & Residences
3685,HF Holidays
3686,Ciutat Hotels
3687,Grup Soteras
3688,Galleon Hotels
3689,OLS Hotels
3690,World 2 Meet
3691,Apartments of London
3692,EHPC
3693,Room Yield
3694,Accor Expedia UK - MESO
3695,Accor Expedia AU - MESO
3696,Accor Expedia JP - MESO
3697,Sint Maarten JMC - MESO
3698,Los Cabos JMC - MESO
3699,Puerto Vallarta JMC - MESO
3700,Grupo Reside
3701,Novara Hotels
3702,HDM - JT duplicate test - not a dupe
3703,Grupo Regina
3704,Smart Rooms
3705,The Streets Apartments
3706,Boutique B&B Barcelona
3707,BookingPal
3708,Leela Group
3709,Far East Hotels
3710,Far East Serviced Residences
3711,5footway
3712,AD Hospitality
3713,Amara Singapore
3714,Aqueen
3715,Clover
3716,Fernloft
3717,Fragrance Hotel
3718,Greenkiwi
3719,Hotel 81
3720,JL Asia
3721,Meritus
3722,Park Avenue
3723,Park Hotel Group
3724,Royal Plaza
3725,Rucksack Inn
3726,Santa Grand
3727,Unlisted Collections
3728,Wangz
3729,Flexistay
3731,FourSide Hotels
3732,Odalys City
3734,Namibian Wildlife Resorts
3735,Playas Lloret
3737,Gulf Hotels Group
3738,Thambapanni Hotels
3739,Cantaloupe Hotels
3740,Tisara Hotels
3741,Anantaya Resorts and Spas
3742,CN GDH International
3743,CN Gloria Plaza Hotels
3744,CN TANGLA
3745,ICS
3746,My Apartments
3747,CN City Inn
3748,CN Jian Guo Hotels
3749,CN Narada Hotels
3750,CN CTS
3751,CN HNA
3752,CN Ling nan
3753,CN OCT
3754,CN Metropark Hotel
3755,CN Empark
3756,CN Ji Hotel
3757,CN Elan Inn
3758,CN Hi Inn
3759,CN Yitel
3760,CN Pod Inns
3761,CN 7 days
3762,CN 99 Inn
3763,CN Hanting
3764,CN Homeinn
3765,Ben Immobilien
3766,Ilunion
3767,Ren Top Apartments
3768,Porta Hotels - MESO
3769,TMSM
3770,Evaco
3771,Barnes Mauritius
3772,Luxury Ocean Vacation
3773,Southern Cross Motel Group
3774,CoteSun Hotels
3775,Colorado Resorts
3776,eXsel Authentic Hotel
3777,ICMI
3778,VistaRooms
3779,2016 Q2 Santo Domingo JMC - MESO
3780,INGUAT AVIANCA & Guate Hotels Co-op - MESO
3781,ARRA Hotels
3782,Pub Rooms
3783,Hotels Plaza
3784,AiryRooms
3785,Wetherspoon
3786,Flair LTD Pakistan
3787,e� Hoteles
3788,Trujillo Castellanos
3789,VIK Hotels
3790,Oasis Fuerteventura
3791,Alila
3793,Chicago Athletic Association
3794,Bio Hotels
3795,GHT
3796,Sall�s Hotels 
3797,NidaRooms
3798,Dreamhouse Apartments
3799,Edinburgh First
3800,Coldwell Banker
3801,ACE hotel France
3802,YTL Hotels
3803,Berjaya Hotels & Resorts
3804,Genting Malaysia
3805,Hotel Sentral Management
3806,Sun & Beach Hotels
3807,Intelrm
3808,Allegro Italia Hotels
3809,Jaro
3810,KN hoteles
3811,UR Hotels
3812,Gran Isla Hotels
3813,Serrano Hotels
3814,HPL Hotels & Resorts
3815,JMC Punta Cana - MESO
3816,Dusit Thani
3817,Dusit D2
3818,Dusit Devarana
3819,Dusit Princess
3820,BQ Hoteles
3821,Palia Hotels
3822,ATPM
3823,MLL Hotels
3824,Palladium Group - MESO
3825,Grand Palladium - MESO
3826,Club Martha's Resorts
3827,Vacanzy Collection
3828,Can Cera Group
3829,Sweet Inn
3830,Alua Hotels
3831,Hotel Impossible IA
3832,Lancemore Group
3833,RF Hoteles
3834,GR Hotels
3835,BG Hotels
3836,Verser Hoteles
3837,Pabisa Hotels
3838,Mix Hotels
3839,Management Turistico
3840,Sensity Hotels
3841,Isla Hotels
3842,Olimar Hotels
3843,Houm Hotels
3844,Som Hotels
3845,Ferrer Hotels
3846,Delf�n Hotels
3847,A10 Hoteles
3848,AZ Hotels & Resorts
3849,FH Hotels
3850,Resorts World Sentosa
3851,Per Aquum
3852,Yello
3853,Longtail E-media
3854,Alcambarcelona
3855,Menorca Summer
3856,Confort Hoteles
3857,Le Relax Hotels
3858,Trimetys Hotels
3859,Inn lov
3860,Chic&Basic
3861,Onyx Hospitality Group
3862,Inside Apartments
3863,Zen Apartments
3864,Melbourne Short Stay
3865,Furnished Apartments
3866,BHG Residenciales
3867,Panama Q3 16 JMC - MeSo
3868,The Morgana Hotels
3869,Antonopoulos
3870,Vacasa Spain
3871,Budget Motels
3872,Orbit Inns
3873,Paragon Hotels
3874,Falkensteiner Hotels & Residences
3875,Hoteles Orme
3876,VCV Alquiler Turistico
3877,Typic Hotels
3878,Hoteles HPC DOR
3879,Room Yield Owned
3880,Room Yield Managed
3881,Faranda hoteles
3882,Palafox Hotels
3883,AV Hotels
3884,DG Hotels - M Vacances
3885,The Fern Hotels & Resorts
3886,Beacon Hotels & Resorts
3887,ThomasCook Mallorca
3888,Ecoibiza
3889,Vilcon Hotels
3890,Montra Hotels
3891,Blau Parc Hotels
3892,4R Hotels
3893,Grand Excelsior
3894,Portland Hotels
3895,Lalandia Resorts
3896,O & L Leisure
3897,Taleni Africa
3898,Smarthotel AS
3899,HotelOga
3900,BB-Hotels
3901,PUJ JMC Q1
3902,Costa Calpe
3903,Bennecke
3904,Muthu Hotels
3905,Villafinca
3906,Totalstay
3907,Bloomrooms
3908,iLodge
3909,Slimtrader
3910,ICS
3911,Gateway Lifestyle
3912,HotelOga CM
3913,Countrywide Hotels
3914,Naumi
3915,Stay Hotel
3916,YHA Australia
3917,Roda Group
3918,Thwaites Hotels and Spa's
3919,ADD Hoteles
3920,Rondas Hotels
3921,Ronda House
3922,Bencoolen
3923,Stay Barcelona
3924,A-Rosa
3925,Atrium Hotels
3926,Evade Hoteles
3927,Okko Hotels
3928,BreezBay
3929,Groupe Sibuet
3930,Jaz Collection 
3931,Elite Hotels UK 
3932,Tidan Group
3933,Doma Hotels
3934,Roundhouse Hotels
3935,Capital Hotel Group
3936,RVhotels
3937,Abode Apartments Hotels
3938,ZUZU Hotels
3939,Dimore
3940,Easy Reserve
3941,Designer Stay
3942,Paris Stay
3943,Flat Gestion
3944,Compass Hospitality
3945,Br�chner Hotels
3946,Accor Global brand ID - Meso
3947,Barcelonahotel.com
3948,Eizasa Hoteles
3949,Urban Hip Hotels
3950,Alexandre Hotels and Utopia Spas
3951,South Coast Inns
3952,London Plaza
3953,AC Hospitality Management
3954,Nuve 
3955,Park 22
3956,Pillows
3957,GLo
3958,Vib
3959,SureStay
3960,Oetker Collection
3961,j�STa Hotels 
3962,PA Apartments
3963,AKENA hotels
3964,Mozart Hotel Group
3965,Quick Palace
3966,Dreamplace Hotels
3967,Best Western Plus
3968,Best Western Premier
3969,Best Western Premier Collection
3970,Executive Residency
3971,Manorview Hotels
3972,Champneys Spa Resorts
3973,Royal Hideaway
3974,Adelaide DressCircle Apartments
3975,Les Hotels Particuliers 
3976,ABC Gestioni
3977,Acampora Travel
3978,Aeolian Charme
3979,Aeroviaggi
3980,Alpissima
3981,Alpitour
3982,Ambienthotels
3983,Amort Hotels
3984,Andrea Pitteri
3985,Anghel Hotels
3986,Anna Politi
3987,AnticoPanadaGroup
3988,Arlotti Hotels
3989,ARS Hotels
3990,Aurum Hotels
3991,B&B I Am Here
3992,Baia Holiday
3993,Batani Select Hotels
3994,Bauer Hotels
3995,Be Apartments
3996,Bella Italia
3997,BellaVeneziaGroup
3998,Belle Arti Group
3999,Bettoja
4000,Billy Apartments
4001,Blu Hotels
4002,Bluserena
4003,CaAlviseGroup
4004,Cerini Hotels
4005,ChiaGroup
4006,Chincherini Hotels & Resorts
4007,CHOTEL
4008,Claudia Delli Properties
4009,Club Esse
4010,Colella HTL
4011,Colonna Hotels
4012,Concerto Hotels
4013,Consulenze Hotel
4014,Costa degli Ulivi
4015,Dolomiti Club Residence
4016,Effehotels
4017,ErreGi Travel
4018,Errequadro
4019,Europlan
4020,Famiglia Matera
4021,Ferretti Group
4022,Filippo Polo Hotels
4023,GAIS Hotels
4024,Garda Hotels Italia
4025,GECO
4026,Geocharme SRL
4027,GHS Hotels
4028,Giglio Hotels
4029,Greenblu Gestioni Turistiche
4030,Grifone
4031,Grimaldi Apartments
4032,Gruppo Artemide
4033,Gruppo Augusta Lucilla
4034,Gruppo Aventino
4035,Gruppo Brunelleschi
4036,Gruppo Burcardo
4037,Gruppo Contilia
4038,Gruppo Euro House/Cianfrocca
4039,Gruppo Gravina - Idee Ricettive
4040,"Gruppo Hotel D'Este, Paris e Hotel Repubblica"
4041,Gruppo Kolbe
4042,Gruppo La Griffe
4043,"Gruppo Laurentia, Ateneo Garden, Pergola, Carlo Magno"
4044,Gruppo Morgana
4045,Gruppo Passalacqua
4046,Gruppo Purple
4047,Gruppo Remar
4048,Gruppo Tassoni
4049,Gruppo Tommaso Scotto Di Luzio
4050,Gruppo Trevi
4051,Gruppo Valadier
4052,Gruppo Venetia Palace
4053,Hartmann Hotels
4054,Heart Milan Apartments
4055,Hintown
4056,Horstman
4057,Hotel Demetra Capitolina e Hotel Orbis e Dina
4058,Interlude
4059,Interlude Management
4060,iRooms
4061,Italica Hotels
4062,JSH
4063,Leonardi Hotels
4064,LHP hotels
4065,LOAN
4066,Locobel
4067,Lorenzetti
4068,Hotel Management
4069,Hotel Performance
4070,Hotel Revision
4071,Hotel Solutions
4072,Hotels Revenue
4073,Lungarno Collection
4074,Lungolivigno
4075,Manniello
4076,Maximilianshotels
4077,Memora Hotels
4078,Mentefredda
4079,Minihotel
4080,Mokinba
4081,Monaco&Selvadego
4082,Montagnoli Hotels
4083,Mood Hotels
4084,Morgano Hotels Capri
4085,MR Group
4086,Nascimebene
4087,Nonni Hotels
4088,Ottimistica Hotels 
4089,P & H Management
4090,Palazzo del Corso
4091,Palenca Luxury Hotel Group
4092,Parchotels
4093,Piazza di Spagna View Hotels
4094,Planetaria hotels
4095,Polihotels
4096,Priuli Hotels
4097,QC Terme
4098,Rentopolis
4099,Residence Hotel
4100,Rimini Residence
4101,Roberto Naldi Collection
4102,Rome As You Feel
4103,Rome Nice Room
4104,Roscioli
4105,Royal Group
4106,Short Stay Apartments
